country_region,last_update,confirmed,deaths,recovered,active,delta_confirmed,delta_recovered
Andorra,2020-01-26,0,0,,,0,
Andorra,2020-01-27,0,0,,,0,
Andorra,2020-01-28,0,0,,,0,
Andorra,2020-01-29,0,0,,,0,
Andorra,2020-01-30,0,0,,,0,
Andorra,2020-01-31,0,0,,,0,
Andorra,2020-02-01,0,0,,,0,
Andorra,2020-02-02,0,0,,,0,
Andorra,2020-02-03,0,0,,,0,
Andorra,2020-02-04,0,0,,,0,
Andorra,2020-02-05,0,0,,,0,
Andorra,2020-02-06,0,0,,,0,
Andorra,2020-02-07,0,0,,,0,
Andorra,2020-02-08,0,0,,,0,
Andorra,2020-02-09,0,0,,,0,
Andorra,2020-02-10,0,0,,,0,
Andorra,2020-02-11,0,0,,,0,
Andorra,2020-02-12,0,0,,,0,
Andorra,2020-02-13,0,0,,,0,
Andorra,2020-02-14,0,0,,,0,
Andorra,2020-02-15,0,0,,,0,
Andorra,2020-02-16,0,0,,,0,
Andorra,2020-02-17,0,0,,,0,
Andorra,2020-02-18,0,0,,,0,
Andorra,2020-02-19,0,0,,,0,
Andorra,2020-02-20,0,0,,,0,
Andorra,2020-02-21,0,0,,,0,
Andorra,2020-02-22,0,0,,,0,
Andorra,2020-02-23,0,0,,,0,
Andorra,2020-02-24,0,0,,,0,
Andorra,2020-02-25,0,0,,,0,
Andorra,2020-02-26,0,0,,,0,
Andorra,2020-02-27,0,0,,,0,
Andorra,2020-02-28,0,0,,,0,
Andorra,2020-02-29,0,0,,,0,
Andorra,2020-03-01,0,0,,,0,
Andorra,2020-03-02,1,0,,,1,
Andorra,2020-03-03,1,0,,,0,
Andorra,2020-03-04,1,0,,,0,
Andorra,2020-03-05,1,0,,,0,
Andorra,2020-03-06,1,0,,,0,
Andorra,2020-03-07,1,0,,,0,
Andorra,2020-03-08,1,0,,,0,
Andorra,2020-03-09,1,0,,,0,
Andorra,2020-03-10,1,0,,,0,
Andorra,2020-03-11,1,0,,,0,
Andorra,2020-03-12,1,0,,,0,
Andorra,2020-03-13,1,0,,,0,
Andorra,2020-03-14,1,0,,,0,
Andorra,2020-03-15,1,0,,,0,
Andorra,2020-03-16,2,0,,,1,
Andorra,2020-03-17,39,0,,,37,
Andorra,2020-03-18,39,0,,,0,
Andorra,2020-03-19,53,0,,,14,
Andorra,2020-03-20,75,0,,,22,
Andorra,2020-03-21,88,0,,,13,
Andorra,2020-03-22,113,1,,,25,
Andorra,2020-03-23,133,1,,,20,
Andorra,2020-03-24,164,1,,,31,
Andorra,2020-03-25,188,1,,,24,
Andorra,2020-03-26,224,3,,,36,
Andorra,2020-03-27,267,3,,,43,
Andorra,2020-03-28,308,3,,,41,
Andorra,2020-03-29,334,6,,,26,
Andorra,2020-03-30,370,8,,,36,
Andorra,2020-03-31,376,12,,,6,
Andorra,2020-04-01,390,14,,,14,
Andorra,2020-04-02,428,15,,,38,
Andorra,2020-04-03,439,16,,,11,
Andorra,2020-04-04,466,17,,,27,
Angola,2020-01-22,0,0,,,0,
Angola,2020-01-23,0,0,,,0,
Angola,2020-01-24,0,0,,,0,
Angola,2020-01-25,0,0,,,0,
Angola,2020-01-26,0,0,,,0,
Angola,2020-01-27,0,0,,,0,
Angola,2020-01-28,0,0,,,0,
Angola,2020-01-29,0,0,,,0,
Angola,2020-01-30,0,0,,,0,
Angola,2020-01-31,0,0,,,0,
Angola,2020-02-01,0,0,,,0,
Angola,2020-02-02,0,0,,,0,
Angola,2020-02-03,0,0,,,0,
Angola,2020-02-04,0,0,,,0,
Angola,2020-02-05,0,0,,,0,
Angola,2020-02-06,0,0,,,0,
Angola,2020-02-07,0,0,,,0,
Angola,2020-02-08,0,0,,,0,
Angola,2020-02-09,0,0,,,0,
Angola,2020-02-10,0,0,,,0,
Angola,2020-02-11,0,0,,,0,
Angola,2020-02-12,0,0,,,0,
Angola,2020-02-13,0,0,,,0,
Angola,2020-02-14,0,0,,,0,
Angola,2020-02-15,0,0,,,0,
Angola,2020-02-16,0,0,,,0,
Angola,2020-02-17,0,0,,,0,
Angola,2020-02-18,0,0,,,0,
Angola,2020-02-19,0,0,,,0,
Angola,2020-02-20,0,0,,,0,
Angola,2020-02-21,0,0,,,0,
Angola,2020-02-22,0,0,,,0,
Angola,2020-02-23,0,0,,,0,
Angola,2020-02-24,0,0,,,0,
Angola,2020-02-25,0,0,,,0,
Angola,2020-02-26,0,0,,,0,
Angola,2020-02-27,0,0,,,0,
Angola,2020-02-28,0,0,,,0,
Angola,2020-02-29,0,0,,,0,
Angola,2020-03-01,0,0,,,0,
Angola,2020-03-02,0,0,,,0,
Angola,2020-03-03,0,0,,,0,
Angola,2020-03-04,0,0,,,0,
Angola,2020-03-05,0,0,,,0,
Angola,2020-03-06,0,0,,,0,
Angola,2020-03-07,0,0,,,0,
Angola,2020-03-08,0,0,,,0,
Angola,2020-03-09,0,0,,,0,
Angola,2020-03-10,0,0,,,0,
Angola,2020-03-11,0,0,,,0,
Angola,2020-03-12,0,0,,,0,
Angola,2020-03-13,0,0,,,0,
Angola,2020-03-14,0,0,,,0,
Angola,2020-03-15,0,0,,,0,
Angola,2020-03-16,0,0,,,0,
Angola,2020-03-17,0,0,,,0,
Angola,2020-03-18,0,0,,,0,
Angola,2020-03-19,0,0,,,0,
Angola,2020-03-20,1,0,,,1,
Angola,2020-03-21,2,0,,,1,
Angola,2020-03-22,2,0,,,0,
Angola,2020-03-23,3,0,,,1,
Angola,2020-03-24,3,0,,,0,
Angola,2020-03-25,3,0,,,0,
Angola,2020-03-26,4,0,,,1,
Angola,2020-03-27,4,0,,,0,
Angola,2020-03-28,5,0,,,1,
Angola,2020-03-29,7,2,,,2,
Angola,2020-03-30,7,2,,,0,
Angola,2020-03-31,7,2,,,0,
Angola,2020-04-01,8,2,,,1,
Angola,2020-04-02,8,2,,,0,
Angola,2020-04-03,8,2,,,0,
Angola,2020-04-04,10,2,,,2,
Antigua and Barbuda,2020-01-22,0,0,,,0,
Antigua and Barbuda,2020-01-23,0,0,,,0,
Antigua and Barbuda,2020-01-24,0,0,,,0,
Antigua and Barbuda,2020-01-25,0,0,,,0,
Antigua and Barbuda,2020-01-26,0,0,,,0,
Antigua and Barbuda,2020-01-27,0,0,,,0,
Antigua and Barbuda,2020-01-28,0,0,,,0,
Antigua and Barbuda,2020-01-29,0,0,,,0,
Antigua and Barbuda,2020-01-30,0,0,,,0,
Antigua and Barbuda,2020-01-31,0,0,,,0,
Antigua and Barbuda,2020-02-01,0,0,,,0,
Antigua and Barbuda,2020-02-02,0,0,,,0,
Antigua and Barbuda,2020-02-03,0,0,,,0,
Antigua and Barbuda,2020-02-04,0,0,,,0,
Antigua and Barbuda,2020-02-05,0,0,,,0,
Antigua and Barbuda,2020-02-06,0,0,,,0,
Antigua and Barbuda,2020-02-07,0,0,,,0,
Antigua and Barbuda,2020-02-08,0,0,,,0,
Antigua and Barbuda,2020-02-09,0,0,,,0,
Antigua and Barbuda,2020-02-10,0,0,,,0,
Antigua and Barbuda,2020-02-11,0,0,,,0,
Antigua and Barbuda,2020-02-12,0,0,,,0,
Antigua and Barbuda,2020-02-13,0,0,,,0,
Antigua and Barbuda,2020-02-14,0,0,,,0,
Antigua and Barbuda,2020-02-15,0,0,,,0,
Antigua and Barbuda,2020-02-16,0,0,,,0,
Antigua and Barbuda,2020-02-17,0,0,,,0,
Antigua and Barbuda,2020-02-18,0,0,,,0,
Antigua and Barbuda,2020-02-19,0,0,,,0,
Antigua and Barbuda,2020-02-20,0,0,,,0,
Antigua and Barbuda,2020-02-21,0,0,,,0,
Antigua and Barbuda,2020-02-22,0,0,,,0,
Antigua and Barbuda,2020-02-23,0,0,,,0,
Antigua and Barbuda,2020-02-24,0,0,,,0,
Antigua and Barbuda,2020-02-25,0,0,,,0,
Antigua and Barbuda,2020-02-26,0,0,,,0,
Antigua and Barbuda,2020-02-27,0,0,,,0,
Antigua and Barbuda,2020-02-28,0,0,,,0,
Antigua and Barbuda,2020-02-29,0,0,,,0,
Antigua and Barbuda,2020-03-01,0,0,,,0,
Antigua and Barbuda,2020-03-02,0,0,,,0,
Antigua and Barbuda,2020-03-03,0,0,,,0,
Antigua and Barbuda,2020-03-04,0,0,,,0,
Antigua and Barbuda,2020-03-05,0,0,,,0,
Antigua and Barbuda,2020-03-06,0,0,,,0,
Antigua and Barbuda,2020-03-07,0,0,,,0,
Antigua and Barbuda,2020-03-08,0,0,,,0,
Antigua and Barbuda,2020-03-09,0,0,,,0,
Antigua and Barbuda,2020-03-10,0,0,,,0,
Antigua and Barbuda,2020-03-11,0,0,,,0,
Antigua and Barbuda,2020-03-12,0,0,,,0,
Antigua and Barbuda,2020-03-13,1,0,,,1,
Antigua and Barbuda,2020-03-14,1,0,,,0,
Antigua and Barbuda,2020-03-15,1,0,,,0,
Antigua and Barbuda,2020-03-16,1,0,,,0,
Antigua and Barbuda,2020-03-17,1,0,,,0,
Antigua and Barbuda,2020-03-18,1,0,,,0,
Antigua and Barbuda,2020-03-19,1,0,,,0,
Antigua and Barbuda,2020-03-20,1,0,,,0,
Antigua and Barbuda,2020-03-21,1,0,,,0,
Antigua and Barbuda,2020-03-22,1,0,,,0,
Antigua and Barbuda,2020-03-23,3,0,,,2,
Antigua and Barbuda,2020-03-24,3,0,,,0,
Antigua and Barbuda,2020-03-25,3,0,,,0,
Antigua and Barbuda,2020-03-26,7,0,,,4,
Antigua and Barbuda,2020-03-27,7,0,,,0,
Antigua and Barbuda,2020-03-28,7,0,,,0,
Antigua and Barbuda,2020-03-29,7,0,,,0,
Antigua and Barbuda,2020-03-30,7,0,,,0,
Antigua and Barbuda,2020-03-31,7,0,,,0,
Antigua and Barbuda,2020-04-01,7,0,,,0,
Antigua and Barbuda,2020-04-02,9,0,,,2,
Antigua and Barbuda,2020-04-03,15,0,,,6,
Antigua and Barbuda,2020-04-04,15,0,,,0,
Argentina,2020-01-22,0,0,,,0,
Argentina,2020-01-23,0,0,,,0,
Argentina,2020-01-24,0,0,,,0,
Argentina,2020-01-25,0,0,,,0,
Argentina,2020-01-26,0,0,,,0,
Argentina,2020-01-27,0,0,,,0,
Argentina,2020-01-28,0,0,,,0,
Argentina,2020-01-29,0,0,,,0,
Argentina,2020-01-30,0,0,,,0,
Argentina,2020-01-31,0,0,,,0,
Argentina,2020-02-01,0,0,,,0,
Argentina,2020-02-02,0,0,,,0,
Argentina,2020-02-03,0,0,,,0,
Argentina,2020-02-04,0,0,,,0,
Argentina,2020-02-05,0,0,,,0,
Argentina,2020-02-06,0,0,,,0,
Argentina,2020-02-07,0,0,,,0,
Argentina,2020-02-08,0,0,,,0,
Argentina,2020-02-09,0,0,,,0,
Argentina,2020-02-10,0,0,,,0,
Argentina,2020-02-11,0,0,,,0,
Argentina,2020-02-12,0,0,,,0,
Argentina,2020-02-13,0,0,,,0,
Argentina,2020-02-14,0,0,,,0,
Argentina,2020-02-15,0,0,,,0,
Argentina,2020-02-16,0,0,,,0,
Argentina,2020-02-17,0,0,,,0,
Argentina,2020-02-18,0,0,,,0,
Argentina,2020-02-19,0,0,,,0,
Argentina,2020-02-20,0,0,,,0,
Argentina,2020-02-21,0,0,,,0,
Argentina,2020-02-22,0,0,,,0,
Argentina,2020-02-23,0,0,,,0,
Argentina,2020-02-24,0,0,,,0,
Argentina,2020-02-25,0,0,,,0,
Argentina,2020-02-26,0,0,,,0,
Argentina,2020-02-27,0,0,,,0,
Argentina,2020-02-28,0,0,,,0,
Argentina,2020-02-29,0,0,,,0,
Argentina,2020-03-01,0,0,,,0,
Argentina,2020-03-02,0,0,,,0,
Argentina,2020-03-03,1,0,,,1,
Argentina,2020-03-04,1,0,,,0,
Argentina,2020-03-05,1,0,,,0,
Argentina,2020-03-06,2,0,,,1,
Argentina,2020-03-07,8,0,,,6,
Argentina,2020-03-08,12,1,,,4,
Argentina,2020-03-09,12,1,,,0,
Argentina,2020-03-10,17,1,,,5,
Argentina,2020-03-11,19,1,,,2,
Argentina,2020-03-12,19,1,,,0,
Argentina,2020-03-13,31,2,,,12,
Argentina,2020-03-14,34,2,,,3,
Argentina,2020-03-15,45,2,,,11,
Argentina,2020-03-16,56,2,,,11,
Argentina,2020-03-17,68,2,,,12,
Argentina,2020-03-18,79,2,,,11,
Argentina,2020-03-19,97,3,,,18,
Argentina,2020-03-20,128,3,,,31,
Argentina,2020-03-21,158,4,,,30,
Argentina,2020-03-22,266,4,,,108,
Argentina,2020-03-23,301,4,,,35,
Argentina,2020-03-24,387,6,,,86,
Argentina,2020-03-25,387,8,,,0,
Argentina,2020-03-26,502,9,,,115,
Argentina,2020-03-27,589,13,,,87,
Argentina,2020-03-28,690,18,,,101,
Argentina,2020-03-29,745,19,,,55,
Argentina,2020-03-30,820,23,,,75,
Argentina,2020-03-31,1054,27,,,234,
Argentina,2020-04-01,1054,28,,,0,
Argentina,2020-04-02,1133,36,,,79,
Argentina,2020-04-03,1265,39,,,132,
Argentina,2020-04-04,1451,43,,,186,
Armenia,2020-01-22,0,0,,,0,
Armenia,2020-01-23,0,0,,,0,
Armenia,2020-01-24,0,0,,,0,
Armenia,2020-01-25,0,0,,,0,
Armenia,2020-01-26,0,0,,,0,
Armenia,2020-01-27,0,0,,,0,
Armenia,2020-01-28,0,0,,,0,
Armenia,2020-01-29,0,0,,,0,
Armenia,2020-01-30,0,0,,,0,
Armenia,2020-01-31,0,0,,,0,
Armenia,2020-02-01,0,0,,,0,
Armenia,2020-02-02,0,0,,,0,
Armenia,2020-02-03,0,0,,,0,
Armenia,2020-02-04,0,0,,,0,
Armenia,2020-02-05,0,0,,,0,
Armenia,2020-02-06,0,0,,,0,
Armenia,2020-02-07,0,0,,,0,
Armenia,2020-02-08,0,0,,,0,
Armenia,2020-02-09,0,0,,,0,
Armenia,2020-02-10,0,0,,,0,
Armenia,2020-02-11,0,0,,,0,
Armenia,2020-02-12,0,0,,,0,
Armenia,2020-02-13,0,0,,,0,
Armenia,2020-02-14,0,0,,,0,
Armenia,2020-02-15,0,0,,,0,
Armenia,2020-02-16,0,0,,,0,
Armenia,2020-02-17,0,0,,,0,
Armenia,2020-02-18,0,0,,,0,
Armenia,2020-02-19,0,0,,,0,
Armenia,2020-02-20,0,0,,,0,
Armenia,2020-02-21,0,0,,,0,
Armenia,2020-02-22,0,0,,,0,
Armenia,2020-02-23,0,0,,,0,
Armenia,2020-02-24,0,0,,,0,
Armenia,2020-02-25,0,0,,,0,
Armenia,2020-02-26,0,0,,,0,
Armenia,2020-02-27,0,0,,,0,
Armenia,2020-02-28,0,0,,,0,
Armenia,2020-02-29,0,0,,,0,
Armenia,2020-03-01,1,0,,,1,
Armenia,2020-03-02,1,0,,,0,
Armenia,2020-03-03,1,0,,,0,
Armenia,2020-03-04,1,0,,,0,
Armenia,2020-03-05,1,0,,,0,
Armenia,2020-03-06,1,0,,,0,
Armenia,2020-03-07,1,0,,,0,
Armenia,2020-03-08,1,0,,,0,
Armenia,2020-03-09,1,0,,,0,
Armenia,2020-03-10,1,0,,,0,
Armenia,2020-03-11,1,0,,,0,
Armenia,2020-03-12,4,0,,,3,
Armenia,2020-03-13,8,0,,,4,
Armenia,2020-03-14,18,0,,,10,
Armenia,2020-03-15,26,0,,,8,
Armenia,2020-03-16,52,0,,,26,
Armenia,2020-03-17,78,0,,,26,
Armenia,2020-03-18,84,0,,,6,
Armenia,2020-03-19,115,0,,,31,
Armenia,2020-03-20,136,0,,,21,
Armenia,2020-03-21,160,0,,,24,
Armenia,2020-03-22,194,0,,,34,
Armenia,2020-03-23,235,0,,,41,
Armenia,2020-03-24,249,0,,,14,
Armenia,2020-03-25,265,0,,,16,
Armenia,2020-03-26,290,1,,,25,
Armenia,2020-03-27,329,1,,,39,
Armenia,2020-03-28,407,1,,,78,
Armenia,2020-03-29,424,3,,,17,
Armenia,2020-03-30,482,3,,,58,
Armenia,2020-03-31,532,3,,,50,
Armenia,2020-04-01,571,4,,,39,
Armenia,2020-04-02,663,7,,,92,
Armenia,2020-04-03,736,7,,,73,
Armenia,2020-04-04,770,7,,,34,
Australia,2020-01-22,0,0,,,0,
Australia,2020-01-23,0,0,,,0,
Australia,2020-01-24,0,0,,,0,
Australia,2020-01-25,0,0,,,0,
Australia,2020-01-26,4,0,,,4,
Australia,2020-01-27,5,0,,,1,
Australia,2020-01-28,5,0,,,0,
Australia,2020-01-29,6,0,,,1,
Australia,2020-01-30,9,0,,,3,
Australia,2020-01-31,9,0,,,0,
Australia,2020-02-01,12,0,,,3,
Australia,2020-02-02,12,0,,,0,
Australia,2020-02-03,12,0,,,0,
Australia,2020-02-04,13,0,,,1,
Australia,2020-02-05,13,0,,,0,
Australia,2020-02-06,14,0,,,1,
Australia,2020-02-07,15,0,,,1,
Australia,2020-02-08,15,0,,,0,
Australia,2020-02-09,15,0,,,0,
Australia,2020-02-10,15,0,,,0,
Australia,2020-02-11,15,0,,,0,
Australia,2020-02-12,15,0,,,0,
Australia,2020-02-13,15,0,,,0,
Australia,2020-02-14,15,0,,,0,
Australia,2020-02-15,15,0,,,0,
Australia,2020-02-16,15,0,,,0,
Australia,2020-02-17,15,0,,,0,
Australia,2020-02-18,15,0,,,0,
Australia,2020-02-19,15,0,,,0,
Australia,2020-02-20,15,0,,,0,
Australia,2020-02-21,15,0,,,0,
Australia,2020-02-22,15,0,,,0,
Australia,2020-02-23,15,0,,,0,
Australia,2020-02-24,15,0,,,0,
Australia,2020-02-25,15,0,,,0,
Australia,2020-02-26,15,0,,,0,
Australia,2020-02-27,15,0,,,0,
Australia,2020-02-28,15,0,,,0,
Australia,2020-02-29,25,0,,,10,
Australia,2020-03-01,27,1,,,2,
Australia,2020-03-02,30,1,,,3,
Australia,2020-03-03,39,1,,,9,
Australia,2020-03-04,52,2,,,13,
Australia,2020-03-05,55,2,,,3,
Australia,2020-03-06,60,2,,,5,
Australia,2020-03-07,63,2,,,3,
Australia,2020-03-08,76,3,,,13,
Australia,2020-03-09,91,3,,,15,
Australia,2020-03-10,107,3,,,16,
Australia,2020-03-11,128,3,,,21,
Australia,2020-03-12,128,3,,,0,
Australia,2020-03-13,200,3,,,72,
